[1796, 766, 3, 240, 236, 198, 54, 104, 5, 2, 21, 62, 0, 0, 0, 0]
[1796, 1, 4, 7, 55, 6, 39, 9, 265, 119, 0, 0, 0, 0, 0, 0]
[1796, 23, 9, 555, 8, 390, 409, 203, 663, 6, 39, 9, 265, 693, 84, 421]
[1796, 1048, 66, 9, 230, 47, 15, 2, 39, 9, 265, 693, 0, 0, 0, 0]
[1796, 1, 4, 7, 43, 6, 39, 9, 230, 47, 84, 23, 9, 555, 8, 409]
[1796, 39, 9, 2, 230, 47, 256, 265, 119, 14, 23, 9, 2, 555, 8, 390]
[1796, 142, 82, 45, 55, 1105, 640, 188, 303, 52, 444, 0, 0, 0, 0, 0]
[1796, 1, 4, 10, 22, 103, 14, 64, 172, 2, 142, 82, 45, 0, 0, 0]
[1796, 116, 42, 45, 15, 10, 108, 8, 14, 60, 378, 182, 0, 0, 0, 0]
[1796, 1, 4, 10, 22, 103, 10, 116, 42, 172, 2, 355, 347, 0, 0, 0]
[1796, 452, 444, 2, 22, 103, 108, 8, 355, 347, 0, 0, 0, 0, 0, 0]
[1796, 1, 24, 153, 11, 36, 3, 54, 310, 248, 44, 0, 0, 0, 0, 0]
[1796, 68, 641, 362, 440, 11, 36, 3, 54, 310, 248, 44, 0, 0, 0, 0]
[1796, 334, 5, 96, 6, 32, 262, 2, 125, 95, 0, 0, 0, 0, 0, 0]
[1796, 159, 18, 10, 193, 191, 207, 153, 11, 14, 95, 20, 0, 0, 0, 0]
[1796, 868, 334, 2, 1, 143, 101, 621, 7, 485, 2, 125, 95, 0, 0, 0]
[1796, 25, 17, 5, 33, 6, 52, 12, 132, 0, 0, 0, 0, 0, 0, 0]
[1796, 52, 12, 290, 325, 381, 9, 2, 356, 132, 0, 0, 0, 0, 0, 0]
[1796, 25, 17, 5, 10, 52, 12, 290, 325, 381, 9, 2, 132, 0, 0, 0]
[1796, 25, 17, 5, 10, 23, 9, 39, 9, 14, 215, 9, 2, 157, 132, 0]
[1796, 25, 17, 5, 10, 1, 75, 356, 132, 206, 3, 1, 110, 33, 6, 0]
[1796, 1, 24, 235, 11, 3, 101, 613, 2, 20, 5, 34, 89, 0, 0, 0]
[1796, 66, 66, 2, 139, 76, 1, 24, 153, 11, 38, 3, 34, 89, 0, 0]
[1796, 78, 288, 56, 2, 20, 5, 10, 1, 24, 11, 0, 0, 0, 0, 0]
[1796, 66, 139, 76, 2, 78, 190, 15, 1, 24, 235, 11, 89, 122, 0, 0]
[1796, 1, 128, 13, 99, 38, 3, 74, 168, 186, 0, 0, 0, 0, 0, 0]
[1796, 1, 4, 66, 47, 13, 8, 3, 74, 168, 186, 0, 0, 0, 0, 0]
[1796, 1, 4, 13, 7, 3, 74, 168, 186, 0, 0, 0, 0, 0, 0, 0]
[1796, 1, 4, 13, 7, 3, 74, 168, 186, 0, 0, 0, 0, 0, 0, 0]
[1796, 1, 128, 13, 8, 3, 74, 168, 186, 0, 0, 0, 0, 0, 0, 0]
[1796, 40, 8, 15, 10, 46, 4, 274, 184, 26, 133, 0, 0, 0, 0, 0]
[1796, 40, 8, 15, 10, 16, 4, 61, 303, 441, 14, 52, 672, 1786, 425, 2]
[1796, 52, 184, 26, 133, 14, 52, 672, 32, 9, 2, 869, 767, 0, 0, 0]
[1796, 428, 423, 40, 5, 27, 6, 52, 184, 61, 303, 441, 0, 0, 0, 0]
[1796, 40, 8, 5, 10, 16, 4, 61, 303, 441, 0, 0, 0, 0, 0, 0]
[1796, 1, 192, 92, 11, 34, 89, 3, 157, 18, 2, 204, 95, 5, 0, 0]
[1796, 1, 192, 3, 157, 45, 117, 20, 34, 89, 2, 92, 11, 0, 0, 0]
[1796, 1, 24, 92, 11, 3, 157, 45, 34, 102, 0, 0, 0, 0, 0, 0]
[1796, 157, 321, 76, 1, 24, 192, 11, 34, 89, 0, 0, 0, 0, 0, 0]
[1796, 57, 57, 2, 192, 11, 180, 26, 10, 1, 267, 157, 0, 0, 0, 0]
[1796, 41, 5, 10, 1, 150, 392, 301, 82, 416, 136, 138, 14, 1, 143, 57]
[1796, 16, 4, 136, 138, 27, 3, 41, 8, 5, 0, 0, 0, 0, 0, 0]
[1796, 71, 9, 41, 336, 5, 26, 135, 27, 6, 1, 4, 64, 126, 136, 138]
[1796, 41, 8, 5, 27, 6, 16, 4, 82, 416, 136, 138, 0, 0, 0, 0]
[1796, 41, 26, 5, 27, 6, 16, 150, 136, 138, 0, 0, 0, 0, 0, 0]
[1796, 139, 101, 56, 10, 1, 75, 31, 29, 0, 0, 0, 0, 0, 0, 0]
[1796, 3, 139, 5, 31, 6, 1, 75, 31, 29, 0, 0, 0, 0, 0, 0]
[1796, 1, 223, 602, 153, 268, 31, 29, 3, 101, 56, 31, 6, 0, 0, 0]
[1796, 1, 75, 622, 609, 29, 3, 139, 5, 31, 0, 0, 0, 0, 0, 0]
[1796, 1, 75, 31, 29, 3, 101, 56, 273, 516, 0, 0, 0, 0, 0, 0]
[1796, 1, 143, 290, 742, 659, 2, 125, 95, 0, 0, 0, 0, 0, 0, 0]
[1796, 20, 18, 36, 6, 53, 46, 2, 11, 24, 0, 0, 0, 0, 0, 0]
[1796, 125, 95, 5, 10, 164, 46, 11, 24, 0, 0, 0, 0, 0, 0, 0]
[1796, 125, 95, 5, 10, 467, 164, 34, 7, 14, 11, 24, 0, 0, 0, 0]
[1796, 1, 4, 19, 8, 3, 20, 100, 76, 33, 6, 0, 0, 0, 0, 0]
[1796, 1, 19, 8, 33, 3, 36, 11, 100, 76, 10, 16, 146, 461, 379, 2]
[1796, 16, 146, 19, 7, 33, 3, 148, 233, 129, 247, 18, 2, 171, 184, 0]
[1796, 1, 4, 19, 7, 33, 3, 20, 129, 58, 135, 909, 768, 158, 171, 0]
[1796, 16, 146, 410, 19, 3, 11, 33, 2, 140, 158, 0, 0, 0, 0, 0]
[1796, 10, 1, 4, 7, 3, 173, 364, 249, 364, 869, 767, 0, 0, 0, 0]
[1796, 1, 4, 7, 38, 3, 173, 364, 249, 364, 32, 9, 869, 767, 566, 0]
[1796, 10, 7, 69, 6, 364, 249, 3, 364, 90, 40, 15, 2, 869, 767, 0]
[1796, 1, 4, 7, 3, 561, 318, 32, 869, 767, 0, 0, 0, 0, 0, 0]
[1796, 1, 4, 13, 7, 38, 3, 173, 364, 249, 364, 32, 869, 767, 0, 0]
[1796, 1, 4, 337, 10, 898, 1124, 673, 724, 2, 100, 8, 0, 0, 0, 0]
[1796, 1, 4, 337, 6, 870, 1578, 512, 938, 2, 20, 129, 100, 0, 0, 0]
[1796, 20, 129, 2, 129, 145, 185, 145, 6, 1786, 1163, 90, 0, 0, 0, 0]
[1796, 870, 1578, 512, 938, 100, 8, 5, 492, 63, 1, 12, 21, 144, 341, 184]
[1796, 1, 4, 32, 9, 2, 20, 129, 5, 492, 6, 492, 271, 0, 0, 0]
[1796, 743, 664, 2, 1230, 835, 59, 45, 15, 10, 16, 146, 106, 0, 0, 0]
[1796, 469, 1684, 290, 1579, 2, 59, 45, 15, 10, 16, 146, 106, 0, 0, 0]
[1796, 16, 4, 469, 432, 290, 1579, 2, 106, 0, 0, 0, 0, 0, 0, 0]
[1796, 1, 4, 10, 16, 146, 664, 827, 106, 2, 59, 45, 0, 0, 0, 0]
[1796, 1, 4, 664, 827, 2, 59, 8, 15, 10, 16, 146, 755, 169, 63, 263]
[1796, 1, 4, 134, 6, 42, 273, 2, 13, 7, 3, 286, 260, 0, 0, 0]
[1796, 39, 47, 13, 8, 91, 415, 63, 151, 41, 5, 2, 141, 137, 0, 0]
[1796, 1, 4, 43, 6, 39, 9, 47, 67, 2, 13, 7, 42, 15, 69, 6]
[1796, 1, 4, 13, 7, 26, 58, 135, 6, 1, 146, 141, 137, 0, 0, 0]
[1796, 39, 9, 618, 171, 184, 56, 1, 4, 262, 49, 134, 250, 108, 2, 13]
[1796, 1, 4, 13, 7, 69, 6, 1, 660, 168, 186, 498, 118, 83, 130, 1580]
[1796, 118, 83, 130, 1329, 1502, 180, 1786, 640, 2, 1442, 285, 234, 1, 35, 660]
[1796, 52, 4, 13, 7, 14, 53, 46, 168, 186, 0, 0, 0, 0, 0, 0]
[1796, 1786, 1164, 498, 1786, 1442, 404, 42, 1580, 63, 548, 81, 14, 168, 186, 0]
[1796, 118, 83, 130, 1580, 1442, 888, 268, 5, 1, 121, 13, 8, 42, 984, 1]
[1796, 303, 284, 2, 120, 59, 15, 10, 308, 114, 14, 214, 114, 0, 0, 0]
[1796, 1, 4, 336, 694, 640, 779, 2, 120, 59, 0, 0, 0, 0, 0, 0]
[1796, 157, 5, 10, 1, 4, 183, 49, 87, 8, 0, 0, 0, 0, 0, 0]
[1796, 157, 5, 10, 1, 4, 21, 183, 49, 420, 0, 0, 0, 0, 0, 0]
[1796, 743, 899, 2, 157, 5, 10, 1, 4, 57, 322, 0, 0, 0, 0, 0]
[1796, 157, 373, 5, 10, 61, 369, 298, 476, 311, 110, 1, 369, 298, 1443, 0]
[1796, 298, 322, 8, 2, 360, 304, 10, 1, 267, 21, 157, 0, 0, 0, 0]
[1796, 224, 15, 10, 53, 46, 111, 132, 3, 396, 64, 0, 0, 0, 0, 0]
[1796, 1, 143, 224, 15, 10, 53, 46, 83, 72, 3, 15, 26, 0, 0, 0]
[1796, 1, 35, 75, 111, 132, 3, 122, 224, 0, 0, 0, 0, 0, 0, 0]
[1796, 1, 75, 111, 14, 22, 3, 224, 15, 396, 64, 0, 0, 0, 0, 0]
[1796, 3, 21, 836, 15, 396, 64, 2, 111, 14, 22, 0, 0, 0, 0, 0]
[1796, 174, 4, 7, 3, 151, 41, 44, 18, 33, 6, 0, 0, 0, 0, 0]
[1796, 174, 4, 7, 3, 151, 41, 44, 246, 212, 74, 260, 0, 0, 0, 0]
[1796, 174, 4, 13, 7, 3, 120, 59, 286, 161, 0, 0, 0, 0, 0, 0]
[1796, 174, 121, 13, 8, 38, 3, 246, 212, 151, 259, 0, 0, 0, 0, 0]
[1796, 174, 4, 13, 99, 38, 3, 286, 260, 0, 0, 0, 0, 0, 0, 0]
[1796, 1, 4, 119, 10, 170, 273, 379, 268, 2, 265, 119, 0, 0, 0, 0]
[1796, 1, 4, 10, 6, 170, 273, 341, 619, 2, 265, 119, 0, 0, 0, 0]
[1796, 265, 119, 5, 642, 6, 1, 12, 382, 9, 2, 273, 40, 0, 0, 0]
[1796, 10, 1, 143, 1786, 10, 362, 170, 2, 66, 9, 265, 119, 0, 0, 0]
[1796, 119, 362, 170, 129, 247, 2, 265, 119, 0, 0, 0, 0, 0, 0, 0]
[1796, 13, 8, 165, 58, 2, 41, 5, 10, 4, 57, 57, 2, 141, 137, 291]
[1796, 1, 4, 56, 282, 35, 1274, 69, 6, 1, 150, 35, 141, 137, 3, 326]
[1796, 1, 121, 120, 530, 3, 526, 145, 450, 2, 115, 72, 0, 0, 0, 0]
[1796, 1, 4, 23, 7, 13, 8, 69, 6, 1, 508, 5, 26, 962, 6, 338]
[1796, 1, 4, 13, 7, 42, 69, 1, 4, 35, 141, 137, 291, 0, 0, 0]
[1796, 39, 9, 2, 109, 76, 1, 4, 13, 7, 14, 1, 4, 19, 7, 38]
[1796, 16, 4, 7, 55, 6, 109, 3, 320, 910, 0, 0, 0, 0, 0, 0]
[1796, 1, 211, 13, 19, 311, 109, 320, 910, 0, 0, 0, 0, 0, 0, 0]
[1796, 1, 4, 13, 7, 14, 1, 4, 19, 7, 311, 6, 1, 160, 39, 9]
[1796, 1, 211, 13, 19, 311, 6, 39, 9, 289, 109, 320, 910, 0, 0, 0]
[1796, 392, 41, 5, 2, 222, 205, 15, 365, 6, 81, 0, 0, 0, 0, 0]
[1796, 392, 41, 5, 135, 6, 222, 222, 2, 81, 205, 0, 0, 0, 0, 0]
[1796, 1, 4, 392, 41, 5, 27, 63, 52, 4, 428, 423, 81, 205, 0, 0]
[1796, 1, 4, 428, 423, 41, 5, 10, 671, 4, 428, 423, 205, 15, 49, 196]
[1796, 35, 197, 15, 10, 52, 1125, 527, 72, 0, 0, 0, 0, 0, 0, 0]
[1796, 1, 4, 19, 7, 3, 88, 30, 70, 5, 55, 88, 30, 0, 0, 0]
[1796, 1, 4, 134, 23, 9, 195, 8, 2, 19, 7, 3, 55, 88, 30, 0]
[1796, 1, 4, 19, 118, 83, 130, 3, 96, 30, 0, 0, 0, 0, 0, 0]
[1796, 19, 8, 3, 25, 17, 5, 55, 88, 30, 0, 0, 0, 0, 0, 0]
[1796, 1, 121, 23, 47, 19, 8, 3, 55, 88, 30, 0, 0, 0, 0, 0]
[1796, 142, 82, 45, 15, 10, 116, 780, 172, 14, 22, 103, 0, 0, 0, 0]
[1796, 542, 56, 429, 169, 105, 366, 81, 14, 101, 386, 294, 0, 0, 0, 0]
[1796, 1, 542, 81, 674, 161, 963, 101, 386, 294, 0, 0, 0, 0, 0, 0]
[1796, 1, 4, 123, 169, 115, 72, 2, 769, 182, 0, 0, 0, 0, 0, 0]
[1796, 542, 56, 429, 27, 6, 105, 366, 81, 233, 386, 294, 0, 0, 0, 0]
[1796, 53, 46, 101, 386, 26, 14, 105, 366, 81, 3, 542, 56, 0, 0, 0]
[1796, 1, 160, 66, 71, 9, 2, 35, 109, 227, 3, 79, 17, 15, 0, 0]
[1796, 79, 155, 5, 311, 6, 1, 160, 109, 0, 0, 0, 0, 0, 0, 0]
[1796, 430, 17, 5, 311, 6, 1, 160, 521, 257, 109, 0, 0, 0, 0, 0]
[1796, 509, 257, 109, 44, 18, 231, 6, 53, 46, 7, 0, 0, 0, 0, 0]
[1796, 521, 257, 109, 76, 549, 394, 6, 47, 72, 0, 0, 0, 0, 0, 0]
[1796, 1, 75, 85, 30, 397, 130, 3, 85, 30, 70, 5, 158, 1381, 1025, 171]
[1796, 16, 12, 85, 30, 397, 3, 328, 339, 0, 0, 0, 0, 0, 0, 0]
[1796, 1, 75, 85, 30, 404, 42, 3, 328, 171, 0, 0, 0, 0, 0, 0]
[1796, 85, 30, 397, 3, 225, 1786, 1275, 328, 339, 0, 0, 0, 0, 0, 0]
[1796, 1, 124, 85, 30, 118, 83, 130, 3, 158, 171, 0, 0, 0, 0, 0]
[1796, 1, 12, 21, 62, 149, 3, 116, 42, 272, 15, 0, 0, 0, 0, 0]
[1796, 1, 12, 39, 23, 9, 2, 62, 149, 3, 1, 4, 116, 42, 172, 15]
[1796, 1, 12, 62, 149, 3, 116, 335, 272, 15, 0, 0, 0, 0, 0, 0]
[1796, 116, 42, 172, 15, 149, 6, 1, 12, 62, 0, 0, 0, 0, 0, 0]
[1796, 1, 12, 39, 23, 194, 45, 2, 62, 149, 3, 64, 172, 15, 0, 0]
[1796, 1, 4, 3, 35, 78, 44, 348, 110, 2, 28, 50, 21, 8, 0, 0]
[1796, 1, 4, 7, 3, 125, 18, 48, 28, 50, 0, 0, 0, 0, 0, 0]
[1796, 1, 4, 21, 695, 3, 20, 18, 2, 35, 78, 44, 48, 28, 50, 48]
[1796, 1, 121, 19, 8, 3, 48, 28, 50, 0, 0, 0, 0, 0, 0, 0]
[1796, 1, 4, 7, 3, 20, 5, 48, 28, 50, 0, 0, 0, 0, 0, 0]
[1796, 1, 4, 43, 66, 9, 5, 47, 2, 13, 7, 38, 358, 559, 6, 85]
[1796, 1, 75, 7, 3, 55, 706, 30, 238, 225, 0, 0, 0, 0, 0, 0]
[1796, 118, 83, 70, 5, 10, 52, 4, 7, 38, 3, 55, 30, 0, 0, 0]
[1796, 52, 121, 71, 47, 13, 8, 3, 48, 85, 30, 0, 0, 0, 0, 0]
[1796, 165, 6, 66, 9, 397, 67, 2, 85, 30, 118, 83, 130, 3, 55, 85]
[1796, 10, 52, 24, 71, 9, 2, 11, 3, 20, 18, 0, 0, 0, 0, 0]
[1796, 71, 9, 2, 117, 556, 153, 11, 36, 3, 1, 110, 0, 0, 0, 0]
[1796, 1, 128, 43, 66, 9, 47, 67, 2, 924, 29, 530, 1685, 38, 3, 163]
[1796, 17, 5, 36, 6, 52, 24, 68, 71, 194, 45, 2, 202, 268, 156, 11]
[1796, 1, 49, 111, 3, 115, 964, 15, 74, 305, 126, 0, 0, 0, 0, 0]
[1796, 1, 49, 111, 38, 3, 74, 64, 126, 0, 0, 0, 0, 0, 0, 0]
[1796, 61, 4, 318, 7, 33, 3, 222, 35, 2, 174, 26, 170, 5, 0, 0]
[1796, 318, 7, 315, 38, 3, 170, 5, 318, 383, 0, 0, 0, 0, 0, 0]
[1796, 61, 4, 318, 7, 38, 3, 1, 4, 222, 35, 2, 170, 301, 216, 219]
[1796, 216, 219, 299, 610, 2, 362, 170, 5, 10, 61, 4, 7, 0, 0, 0]
[1796, 61, 121, 318, 7, 3, 222, 101, 383, 985, 0, 0, 0, 0, 0, 0]
[1796, 62, 522, 3, 79, 96, 342, 394, 349, 6, 63, 0, 0, 0, 0, 0]
[1796, 1, 12, 39, 23, 215, 194, 45, 2, 62, 900, 6, 0, 0, 0, 0]
[1796, 1, 12, 39, 23, 194, 45, 2, 62, 149, 3, 623, 8, 5, 0, 0]
[1796, 79, 96, 5, 179, 6, 1, 12, 62, 0, 0, 0, 0, 0, 0, 0]
[1796, 1, 12, 62, 3, 263, 9, 2, 79, 96, 5, 0, 0, 0, 0, 0]
[1796, 284, 6, 112, 2, 116, 42, 45, 10, 1, 4, 23, 9, 2, 22, 103]
[1796, 1, 4, 10, 6, 22, 103, 14, 108, 8, 2, 177, 175, 0, 0, 0]
[1796, 142, 82, 45, 15, 10, 22, 103, 116, 335, 172, 177, 400, 14, 108, 8]
[1796, 142, 82, 45, 10, 22, 103, 84, 116, 42, 172, 14, 108, 8, 0, 0]
[1796, 116, 335, 45, 15, 26, 10, 22, 103, 14, 108, 8, 503, 624, 116, 42]
[1796, 25, 17, 5, 10, 52, 12, 39, 9, 2, 132, 0, 0, 0, 0, 0]
[1796, 39, 9, 2, 132, 3, 25, 17, 15, 0, 0, 0, 0, 0, 0, 0]
[1796, 174, 12, 39, 9, 2, 356, 132, 33, 3, 25, 17, 5, 0, 0, 0]
[1796, 52, 12, 39, 9, 2, 132, 33, 3, 3, 25, 17, 5, 74, 25, 0]
[1796, 25, 288, 15, 10, 61, 12, 39, 356, 132, 0, 0, 0, 0, 0, 0]
[1796, 1, 73, 32, 23, 194, 45, 2, 31, 29, 3, 29, 70, 0, 0, 0]
[1796, 17, 5, 36, 6, 1, 73, 32, 23, 9, 2, 35, 156, 29, 0, 0]
[1796, 1, 24, 31, 29, 36, 3, 31, 29, 70, 5, 0, 0, 0, 0, 0]
[1796, 1, 73, 23, 9, 531, 32, 9, 352, 31, 29, 36, 3, 29, 70, 0]
[1796, 29, 70, 5, 36, 6, 1, 73, 32, 23, 381, 9, 2, 31, 29, 0]
[1796, 1, 73, 21, 31, 29, 3, 264, 95, 5, 110, 31, 0, 0, 0, 0]
[1796, 1, 12, 31, 29, 36, 3, 31, 29, 264, 95, 5, 0, 0, 0, 0]
[1796, 1, 24, 31, 29, 3, 264, 95, 5, 28, 34, 0, 0, 0, 0, 0]
[1796, 1, 277, 857, 716, 901, 3, 716, 598, 2, 21, 316, 31, 29, 0, 0]
[1796, 1, 73, 31, 29, 38, 3, 204, 95, 5, 28, 34, 0, 0, 0, 0]
[1796, 25, 17, 5, 33, 6, 1, 12, 127, 22, 0, 0, 0, 0, 0, 0]
[1796, 1, 12, 127, 22, 227, 3, 68, 9, 2, 25, 279, 5, 0, 0, 0]
[1796, 1, 167, 127, 22, 33, 3, 25, 17, 5, 0, 0, 0, 0, 0, 0]
[1796, 25, 17, 5, 33, 6, 1, 12, 127, 22, 0, 0, 0, 0, 0, 0]
[1796, 25, 279, 5, 10, 1, 12, 127, 22, 0, 0, 0, 0, 0, 0, 0]
[1796, 23, 159, 39, 431, 2, 253, 299, 5, 10, 1, 4, 170, 273, 0, 0]
[1796, 1, 4, 23, 159, 39, 299, 2, 170, 213, 0, 0, 0, 0, 0, 0]
[1796, 23, 9, 2, 59, 8, 44, 18, 10, 1, 4, 78, 391, 0, 0, 0]
[1796, 1, 4, 217, 301, 2, 588, 5, 10, 1, 4, 273, 0, 0, 0, 0]
[1796, 216, 219, 72, 2, 253, 299, 5, 10, 1, 209, 170, 0, 0, 0, 0]
[1796, 20, 5, 10, 1, 24, 440, 11, 14, 1, 24, 489, 11, 0, 0, 0]
[1796, 117, 20, 5, 36, 6, 1, 24, 235, 11, 0, 0, 0, 0, 0, 0]
[1796, 1, 24, 312, 11, 180, 26, 90, 6, 1, 4, 68, 9, 72, 387, 0]
[1796, 1, 24, 11, 180, 26, 278, 6, 68, 9, 2, 218, 105, 0, 0, 0]
[1796, 1, 24, 489, 11, 3, 117, 20, 5, 36, 871, 0, 0, 0, 0, 0]
[1796, 1, 4, 55, 66, 9, 265, 119, 2, 13, 7, 0, 0, 0, 0, 0]
[1796, 1, 4, 43, 390, 409, 55, 265, 119, 2, 13, 8, 574, 42, 69, 6]
[1796, 1, 4, 43, 6, 390, 409, 2, 13, 7, 69, 6, 1, 187, 872, 241]
[1796, 1, 4, 165, 43, 23, 9, 390, 409, 2, 13, 8, 42, 15, 69, 6]
[1796, 23, 47, 13, 8, 69, 6, 1, 205, 241, 0, 0, 0, 0, 0, 0]
[1796, 319, 381, 465, 9, 2, 548, 81, 1786, 1231, 1, 986, 0, 0, 0, 0]
[1796, 1, 4, 10, 160, 2, 187, 8, 5, 365, 6, 52, 744, 548, 81, 0]
[1796, 1, 744, 9, 357, 548, 939, 2, 81, 0, 0, 0, 0, 0, 0, 0]
[1796, 1, 4, 81, 205, 15, 123, 6, 196, 243, 548, 81, 0, 0, 0, 0]
[1796, 81, 205, 56, 234, 319, 381, 465, 9, 2, 548, 81, 0, 0, 0, 0]
[1796, 1, 4, 13, 7, 42, 15, 69, 6, 42, 29, 0, 0, 0, 0, 0]
[1796, 1, 4, 69, 6, 42, 29, 2, 57, 96, 13, 7, 0, 0, 0, 0]
[1796, 1, 128, 43, 6, 39, 9, 47, 67, 2, 13, 8, 69, 6, 42, 29]
[1796, 23, 9, 393, 435, 44, 2, 39, 47, 57, 96, 13, 8, 345, 110, 42]
[1796, 1, 121, 39, 9, 13, 99, 42, 828, 39, 9, 42, 29, 0, 0, 0]
[1796, 52, 4, 7, 3, 59, 45, 15, 91, 54, 166, 0, 0, 0, 0, 0]
[1796, 174, 4, 7, 965, 33, 6, 965, 149, 6, 3, 91, 54, 166, 0, 0]
[1796, 61, 4, 13, 8, 3, 91, 54, 166, 0, 0, 0, 0, 0, 0, 0]
[1796, 16, 4, 13, 7, 33, 3, 54, 166, 29, 58, 1232, 1233, 0, 0, 0]
[1796, 1, 4, 59, 45, 15, 52, 4, 13, 7, 3, 1, 110, 91, 30, 225]
[1796, 28, 370, 29, 3, 264, 95, 5, 28, 34, 0, 0, 0, 0, 0, 0]
[1796, 1, 73, 23, 9, 21, 316, 1330, 7, 857, 716, 901, 31, 29, 246, 212]
[1796, 1, 73, 66, 9, 696, 770, 2, 31, 29, 3, 25, 266, 56, 45, 2]
[1796, 1, 73, 31, 29, 3, 31, 29, 70, 5, 28, 34, 0, 0, 0, 0]
[1796, 1, 73, 31, 29, 36, 3, 264, 95, 5, 0, 0, 0, 0, 0, 0]
[1796, 1, 133, 517, 143, 14, 1, 4, 401, 388, 0, 0, 0, 0, 0, 0]
[1796, 41, 5, 27, 6, 517, 143, 14, 1786, 474, 388, 0, 0, 0, 0, 0]
[1796, 61, 303, 441, 517, 143, 14, 872, 241, 0, 0, 0, 0, 0, 0, 0]
[1796, 16, 4, 271, 295, 15, 417, 478, 27, 6, 331, 65, 14, 517, 143, 0]
[1796, 41, 8, 5, 135, 27, 6, 517, 143, 14, 26, 133, 0, 0, 0, 0]
